Unnamed: 0,name,id,type,price,material,description,colors,sizes,details
65,Wool Sweater,UMM984_C5W_F0007,Knitwear,1470.0,100% virgin wool,"Luxurious materials and sophisticated design are the strengths of this worsted wool crew-neck sweater, featured with rounded collar, long sleeves and rib-knit cuffs and hemline.","Black,Burgundy,Aluminum,Grey,Camel Brown,Aviator Blue",36/36/38/40/42/44/46/48/50/52/54/56/58,"Gauge 30 worsted wool crew-neck sweater|Tubular neckline, ribbed cuffs and hem"
66,Wool Sweater,UMM984_C5W_F0024,Knitwear,1470.0,100% virgin wool,"Luxurious materials and sophisticated design are the strengths of this worsted wool crew-neck sweater, featured with rounded collar, long sleeves and rib-knit cuffs and hemline.","Black,Burgundy,Aluminum,Grey,Camel Brown,Aviator Blue",36/36/38/40/42/44/46/48/50/52/54/56/58,"Gauge 30 worsted wool crew-neck sweater|Tubular neckline, ribbed cuffs and hem"
67,Wool Sweater,UMM984_C5W_F0031,Knitwear,1470.0,100% virgin wool,"Luxurious materials and sophisticated design are the strengths of this worsted wool crew-neck sweater, featured with rounded collar, long sleeves and rib-knit cuffs and hemline.","Black,Burgundy,Aluminum,Grey,Camel Brown,Aviator Blue",36/36/38/40/42/44/46/48/50/52/54/56/58,"Gauge 30 worsted wool crew-neck sweater|Tubular neckline, ribbed cuffs and hem|100% wool"
68,Wool Sweater,UMM984_C5W_F0SVF,Knitwear,1470.0,100% virgin wool,"Luxurious materials and sophisticated design are the strengths of this worsted wool crew-neck sweater, featured with rounded collar, long sleeves and rib-knit cuffs and hemline.","Black,Burgundy,Aluminum,Grey,Camel Brown,Aviator Blue",36/36/38/40/42/44/46/48/50/52/54/56/58,"Gauge 30 worsted wool crew-neck sweater|Tubular neckline, ribbed cuffs and hem|100% wool"
69,Cashmere Crew-Neck Sweater,UMN864_643_F0002_S_122,Knitwear,2150.0,100% cashmere,"Vibrant rust color for this Prada soft and warm cashmere sweater. Classic crewneck and ribbed cuffs, collar and waistband in a catchy monochrome hue. An evergreen piece for an upgrade of your knitwear.","Black,Navy,Camel Brown,Slate Gray",36/36/38/40/42/44/46/48/50/52/54/56/58/60,100% cashmere gauge 5
70,Cashmere Crew-Neck Sweater,UMN864_643_F0008_S_122,Knitwear,2150.0,100% cashmere,"Vibrant rust color for this Prada soft and warm cashmere sweater. Classic crewneck and ribbed cuffs, collar and waistband in a catchy monochrome hue. An evergreen piece for an upgrade of your knitwear.","Black,Navy,Camel Brown,Slate Gray",36/36/38/40/42/44/46/48/50/52/54/56/58/60,100% cashmere gauge 5
71,Cashmere Crew-Neck Sweater,UMN864_643_F0040_S_122,Knitwear,2150.0,100% cashmere,"Vibrant rust color for this Prada soft and warm cashmere sweater. Classic crewneck and ribbed cuffs, collar and waistband in a catchy monochrome hue. An evergreen piece for an upgrade of your knitwear.","Black,Navy,Camel Brown,Slate Gray",36/36/38/40/42/44/46/48/50/52/54/56/58/60,100% cashmere gauge 5
72,Cashmere Crew-Neck Sweater,UMN864_643_F0480_S_122,Knitwear,2150.0,100% cashmere,"Vibrant rust color for this Prada soft and warm cashmere sweater. Classic crewneck and ribbed cuffs, collar and waistband in a catchy monochrome hue. An evergreen piece for an upgrade of your knitwear.","Black,Navy,Camel Brown,Slate Gray",36/36/38/40/42/44/46/48/50/52/54/56/58/60,100% cashmere gauge 5
73,Wool turtleneck,UMR185_C5W_F0002,Knitwear,1470.0,100% virgin wool,"The natural sheen of worsted wool characterizes this virgin wool turtleneck with classic ribbed knit neck, cuffs and hem.","Black,Blue",36/36/38/40/42/44/46/48/50/52/54/56/58/60,"Turtleneck|Classic ribbed knit neck, cuffs and hem"
74,Wool turtleneck,UMR185_C5W_F0SVF,Knitwear,1470.0,100% virgin wool,"The natural sheen of worsted wool characterizes this virgin wool turtleneck with classic ribbed knit neck, cuffs and hem.","Black,Blue",36/36/38/40/42/44/46/48/50/52/54/56/58/60,"Turtleneck|Classic ribbed knit neck, cuffs and hem"
75,Worsted wool turtleneck sweater,UMR346_J2N_F0002_S_152,Knitwear,1650.0,100% virgin wool,"A slick piece for the everyday look, this turtleneck sweater is crafted in worsted wool, ribbed neckline, cuff and hem. Regular fit, versatile and easy to wear.","Black,Navy",36/36/38/40/42/44/46/48/50/52/54/56/58,"Mock turtleneck|Ribbed neckline, cuffs and hem|Gauge 18 worsted wool"
76,Worsted wool turtleneck sweater,UMR346_J2N_F0008_S_152,Knitwear,1650.0,100% virgin wool,"A slick piece for the everyday look, this turtleneck sweater is crafted in worsted wool, ribbed neckline, cuff and hem. Regular fit, versatile and easy to wear.","Black,Navy",36/36/38/40/42/44/46/48/50/52/54/56/58,"Mock turtleneck|Ribbed neckline, cuffs and hem|Gauge 18 worsted wool"
77,Cashmere sweater,UMB424_11LM_F0040_S_222,Knitwear,2250.0,100% cashmere,"The regular silhouette of this fine cashmere sweater is decorated with the finely embroidered logo that adds an elegant touch to the sleek, sporty design.",Camel Brown,42/42/44/46/48/50/52/54/56/58/60,Plain knit|Regular fit|Ribbed knit crew neck|Semi-raglan shoulder|Ribbed knit cuffs and hem|Embroidered logo
78,Cashmere crew-neck sweater,UMB801_145M_F0F24_S_OOO,Knitwear,3300.0,100% cashmere,"The soft touch of cashmere makes this crew-neck sweater unique, with ribbed knit details and the iconic geometric shape of the triangle logo. ",Desert Beige,36/36/38/40/42/44/46/48/50/52/54/56/58/60,Plain knit|Regular fit|Ribbed knit crew neck|Regular shoulder|Ribbed knit cuffs and hem|Knit triangle logo
79,Cashmere polo shirt,UMB809_145X_F0008_S_OOO,Knitwear,2850.0,100% cashmere,"Refined, sleek details embellish the design of this polo shirt made of soft, luxurious cashmere with a cable-knit motif. The silhouette with informal elegance is completed by the iconic geometric shape of the triangle logo. ",Navy,44/44/46/48/50/52/54/56/58,Cable-knit motif|Slim-fit silhouette|Polo shirt collar|Semi-raglan shoulder|Ribbed knit cuffs and hem|Knit triangle logo
80,Oversized cashmere polo sweater,UMB804_14G5_F0008_S_OOO,Knitwear,3300.0,100% cashmere,A soft line defines this soft cashmere ribbed knit polo sweater.,Navy,44/44/46/48/50/52/54/56/58,Ribbed knit|Oversized fit|Polo shirt collar|Regular shoulder|Ribbed knit cuffs and hem|Knit triangle logo
81,Cashmere polo shirt,UMB814_1451_F0008_S_OOO,Knitwear,2400.0,100% cashmere,"This polo shirt is made of soft, luxurious cashmere with a sleek and contemporary design, embellished with the embroidered lettering logo in a contrasting color. ",Navy,44/44/46/48/50/52/54/56/58,Plain knit|Regular fit|Polo collar|Semi-raglan shoulder|Ribbed knit hem
82,Superfine wool polo shirt,UMB815_1164_F0SVF_S_OOO,Knitwear,2350.0,100% virgin wool,The minimalist silhouette of this polo shirt stands out thanks to the refined materials that characterize Prada knitwear. Sporty details complete the lightweight and soft garment made of superfine wool.,Blue,44/44/46/48/50/52/54/56/58,Plain knit|Regular fit|Polo collar|Semi-raglan shoulder|Ribbed knit cuffs and hem|Embroidered logo|Front zipper closure
83,Superfine wool crew-neck sweater,UMB264_1ZLE_F0UYB_S_212,Knitwear,1490.0,100% virgin wool,"This crew-neck sweater, embellished with the embroidered logo, is made of superfine wool, a characteristic fabric of Prada's most iconic knitwear. Superfine wool, the most valuable in the world, stands out for its extreme lightness and the exceptional length of its fibers, which make it possible to maintain its original shape over time.","Black,Navy,Bottle",44/44/46/48/50/52/54/56/58/60,Plain stitch knit|Regular fit|Ribbed knit crew neck|Regular shoulder|Ribbed knit cuffs and hem|Embroidered logo
84,Wool and cashmere crew-neck sweater,UMB888_15TK_F0011_S_OOO,Knitwear,2650.0,30% cashmere 70% virgin wool,A modernist geometric pattern embellishes this cashmere and wool sweater with a relaxed attitude blending sporty elegance and contemporary functionality.,Red,46/46/48/50/52/54/56/58/60,Intarsia knit|Slim fit|Ribbed knit crew-neck|Regular shoulder|Ribbed knit cuffs and hem|Knit triangle logo
85,Wool mock turtleneck sweater,UMR620_15O6_F0002_S_OOO,Knitwear,2400.0,100% virgin wool,"Refined details and workmanship define the design of this wool sweater with a slim fit and mock turtleneck. The ribbed knit silhouette, renewed in shape and attitude, is completed by the simple yet refined signature of the metal lettering logo in relief. ",Black,44/44/46/48/50/52/54/56/58/60,Ribbed knit|Slim-fit silhouette|Ribbed knit mock turtleneck|Regular shoulder|Ribbed knit cuffs and hem|Knit logo patch
86,Wool and cashmere cardigan,UMG335_145N_F0002_S_OOO,Knitwear,5500.0,30% cashmere 70% virgin wool,"This zipper cardigan with a sporty, contemporary character is completed with Re-Nylon details and decorated with the iconic Prada triangle logo. ",Black,44/44/46/48/50/52/54/56/58/60,Ribbed knit|Oversized fit|Ribbed knit stand-up collar|Regular shoulder|Ribbed knit cuffs and hem|Enameled metal triangle logo|Front zipper closure|Inseam pockets|Garment with Re-Nylon details
87,Wool cardigan,UMG355_15O6_F0002_S_OOO,Knitwear,2800.0,100% virgin wool,Refined details and workmanship define the design of this wool cardigan with a slim fit and turtleneck. This ribbed knit silhouette with a renewed shape and attitude is completed by the sleek and refined signature of the metal lettering logo in relief. ,Black,44/44/46/48/50/52/54/56/58/60,Ribbed knit|Slim-fit silhouette|Ribbed knit collar|Regular shoulder|Ribbed knit cuffs and hem|Knit logo patch|Front zipper closure
88,Cashmere cardigan,UMG281_13Y5_F0008_S_232,Knitwear,4100.0,100% cashmere,This soft cashmere cardigan stands out for its refined and versatile design emphasized by sleek details.,Navy,46/46/48/50/52/54/56/58/60,Plain knit|Regular fit|Ribbed knit stand-up collar|Semi-raglan shoulder|Ribbed knit cuffs and hem|Knit triangle logo|Front zipper closure|Inseam pockets
89,Worsted wool polo shirt,UMM986_C5W_F0002,Knitwear,1650.0,100% virgin wool,"For the black outfit lovers a long sleeves polo knitted from wool and finisched with tonal buttons. A essential piece with a contemporary attitude, signed Prada F/W.","Black,Blue",36/36/38/40/42/44/46/48/50/52/54/56/58/60,Long sleeves
90,Worsted wool polo shirt,UMM986_C5W_F0SVF,Knitwear,1650.0,100% virgin wool,"For the black outfit lovers a long sleeves polo knitted from wool and finisched with tonal buttons. A essential piece with a contemporary attitude, signed Prada F/W.","Black,Blue",36/36/38/40/42/44/46/48/50/52/54/56/58/60,Long sleeves|100% wool
91,Cashmere cardigan,UMG056_1YB5_F0002_S_211,Knitwear,5500.0,100% cashmere,"This cardigan with contemporary allure with a design that recalls sweatshirts is made of soft cashmere and completed by a hood and front zipper closure. Re-imagined in always novel ways, the emblematic Prada triangle logo is turned into a knit patch. The Fall Winter 2020 collection presents synchronous yet antonymic points of view on tradition, in a mix of linear and voluminous silhouettes that portrays the identities of the modern man.",Black,42/42/44/46/48/50/52/54/56/58,Plush knit|Regular fit|Hooded collar|Regular shoulders|Ribbed cuffs and hem|Knit logo patch|Front zipper closure
92,Cashmere cardigan,UMG318_14G5_F0040_S_OOO,Knitwear,4900.0,100% cashmere,"This ribbed knit cardigan made of fine, soft cashmere has a casual silhouette and sleek details. The oversized garment with a relaxed fit is decorated with the knit triangle logo applied on the back. ",Camel Brown,46/46/48/50/52/54/56/58/60,Ribbed knit|Oversized fit|Ribbed knit collar|Saddle shoulder|Ribbed knit cuffs and hem|Knit triangle logo|Front button closure|Patch pockets
93,Cashmere joggers,UMP157_14G5_F0040_S_OOO,Knitwear,4400.0,100% cashmere,"These joggers with a soft, relaxed silhouette are enhanced by the refined touch of ribbed knit cashmere. The style with ribbed knit cuffs is completed with the simple but iconic signature touch of the knit triangle logo applied on the back. ",Camel Brown,44/44/46/48/50/52/54/56/58,Ribbed knit|Regular fit|Ribbed cuffs|Knit triangle logo|Patch pocket
94,Cashmere knit hoodie,UMB766_14G5_F0031_S_OOO,Knitwear,4900.0,100% cashmere,"The sports-inspired design of this knit hoodie is enriched by the soft, sophisticated touch of ribbed knit cashmere. The garment with a relaxed fit and large pouch pocket is completed by the simple but iconic signature of the knit triangle logo on the back.  ",Grey,44/44/46/48/50/52/54/56/58,Ribbed knit|Oversized fit|Neckline with hood|Regular shoulder|Ribbed knit cuffs and hem|Knit triangle logo|Pouch pocket
95,Cashmere and silk polo shirt,UMB669_15UV_F0627_S_232,Knitwear,2850.0,30% silk 70% cashmere,"The timeless silhouette of this polo shirt is enriched by the refined touch of soft, luxurious cashmere and silk yarn. The ultra-lightweight garment with casual elegance features sleek details and ribbed knit collar, cuffs and hem. ",Albino White,46/46/48/50/52/54/56/58/60,Plain knit|Regular fit|Polo collar|Semi-raglan shoulder
96,Cashmere cardigan,UMG285_13Y8_F0F24_S_WAO,Knitwear,4100.0,100% cashmere,"The duality between elegance and sport inspires the design of this cashmere cardigan, defined by soft lines and refined details.",Desert Beige,46/46/48/50/52/54/56/58/60,Plain knit|Slim fit|Ribbed knit stand-up collar|Raglan shoulder|Ribbed knit cuffs and hem|Knit triangle logo|Front zipper closure|Inseam pockets
97,Cashmere hoodie vest,UMG284_13Y7_F0F24_S_232,Knitwear,6900.0,100% cashmere,This hoodie vest with a sporty design and refined details is made of fine ribbed knit cashmere. ,Desert Beige,46/46/48/50/52/54/56/58/60,Ribbed knit|Regular fit|Collar with hood|Semi-raglan shoulder|Ribbed knit hem|Knit triangle logo|Front zipper closure|Wide welt pockets
98,Cashmere cardigan,UMG345_145M_F0F24_S_OOO,Knitwear,4500.0,100% cashmere,Oversized lines with a relaxed attitude define this cardigan made of fine cashmere and completed with the simple yet iconic shape of the triangle logo. ,Desert Beige,44/44/46/48/50/52/54/56/58/60,Plain knit|Oversized fit|Ribbed knit trim|Semi-raglan shoulder|Ribbed knit cuffs and hem|Knit triangle logo|Front button closure|Patch pockets
99,Cotton polo shirt,UMB781_14BY_F0009_S_OOO,Knitwear,1650.0,100% cotton,"This cotton polo shirt with contemporary charm has a relaxed fit silhouette. The fabric triangle logo, reinterpreted with a conceptual design, decorates the garment with sleek, classic details, defined by the ribbed knit collar and hem. ","Navy,White",44/44/46/48/50/52/54/56/58,Plain knit|Oversized fit|Ribbed knit collar|Semi-raglan shoulder|Ribbed knit hem|Fabric triangle logo|Three-button front closure
100,Cotton polo shirt,UMB781_14BY_F0008_S_OOO,Knitwear,1650.0,100% cotton,"This cotton polo shirt with contemporary charm has a relaxed fit silhouette. The fabric triangle logo, reinterpreted with a conceptual design, decorates the garment with sleek, classic details, defined by the ribbed knit collar and hem. ","Navy,White",44/44/46/48/50/52/54/56/58,Plain knit|Oversized fit|Ribbed knit collar|Semi-raglan shoulder|Ribbed knit hem|Fabric triangle logo|Three-button front closure
101,Wool Sweater,UMM984_C5W_F0040,Knitwear,1470.0,100% virgin wool,"Luxurious materials and sophisticated design are the strengths of this worsted wool crew-neck sweater, featured with rounded collar, long sleeves and rib-knit cuffs and hemline.","Black,Burgundy,Aluminum,Grey,Camel Brown,Aviator Blue",36/36/38/40/42/44/46/48/50/52/54/56/58,"Gauge 30 worsted wool crew-neck sweater|Tubular neckline, ribbed cuffs and hem"
102,Worsted-wool cardigan,UMC653_J2N_F0627_S_121,Knitwear,1720.0,100% virgin wool,"This cardigan is made of worsted wool, a signature fabric of Prada’s iconic knitwear. Worsted wool is one of the finest wools in the world and is known for its ultra-light gauge and the exceptional length of its fibers, which allow it to maintain its original shape over time.",Albino White,36/36/38/40/42/44/46/48/50/52/54/56/58,Plain knit|Regular fit|Ribbed collar|Raglan sleeves|Ribbed hem|Front button closure
103,Wool cardigan,UMC310_C5W_F0308,Knitwear,1650.0,100% virgin wool,This V-neck worsted wool cardigan has a classic silhouette. The garment is accented by the horn buttons and rib knit details.,Anthracite Gray,36/36/38/40/42/44/46/48/50/52/54/56/58/60,V-neck|Horn button closure on the front|Ribbed knit cuffs and hem
104,Superfine wool polo shirt,UMB267_1ZLE_F0154_S_212,Knitwear,1550.0,100% virgin wool,"This short-sleeved polo shirt, embellished with the embroidered logo, is made of superfine wool, a characteristic fabric of Prada's most iconic knitwear. Superfine wool, the most valuable in the world, stands out for its extreme lightness and the exceptional length of its fibers, which make it possible to maintain its original shape over time.","Black,Navy,Aviator Blue",44/44/46/48/50/52/54/56/58,Plain stitch knit|Regular fit|Ribbed knit collar|Regular shoulder|Ribbed knit cuffs and hem|Embroidered logo|Front button closure
105,Superfine wool crew-neck sweater,UMB272_1075_F0002_S_212,Knitwear,1550.0,100% virgin wool,"This crew-neck sweater interprets traditional knitwear in an innovative way, with references to the athleisure world. The sporty attitude is combined with the soft, cozy feel of the sleek garment made from superfine wool, a characteristic yarn used for Prada's iconic knitwear. Superfine wool, the most valuable in the world, stands out for its fineness, extreme lightness, and the exceptional length of its fibers, which allow it to maintain its original shape over time.",Black,44/44/46/48/50/52/54/56/58/60,Plain knit|Regular fit|Ribbed knit crew-neck|Regular shoulders|Ribbed knit cuffs and hem|Jacquard logo
106,Wool crew-neck sweater,UMB859_15GK_F0008_S_OOO,Knitwear,1850.0,100% virgin wool,"New proportions define this wool sweater characterized by a sleek, slim-fit silhouette. The style with ribbed knit crew neck, cuffs and hem is completed by the iconic geometric shape of the knit triangle logo. ",Navy,36/36/38/40/42/44/46/48/50/52/54/56/58/60,Plain knit|Slim-fit silhouette|Ribbed knit crew-neck|Semi-raglan shoulder|Ribbed knit cuffs and hem|Knit triangle logo
107,Short-sleeved cashmere sweater,UMB883_15O5_F0076_S_OOO,Knitwear,1520.0,100% cashmere,"Sleek lines with contemporary style define this short-sleeved sweater made of soft, fine cashmere. ",Light Blue,44/44/46/48/50/52/54/56/58,Plain knit|Cropped fit|Ribbed knit crew-neck|Regular shoulder
108,Cashmere cardigan,UMG354_15O5_F068Z_S_OOO,Knitwear,2250.0,100% cashmere,The refined simplicity of the shapes inspires the design of this soft cashmere cardigan decorated with the sleek geometric shape of the iconic triangle. ,Fiery Red,44/44/46/48/50/52/54/56/58/60,Plain knit|Boxy fit|Ribbed knit crew neck|Semi-raglan shoulder|Ribbed knit cuffs and hem|Knit triangle logo
109,Cashmere turtleneck sweater,UMR619_15O5_F0010_S_OOO,Knitwear,1920.0,100% cashmere,Slim lines form the silhouette of this turtleneck sweater made of fine cashmere and completed with the iconic shape of the triangle logo. ,Yellow,44/44/46/48/50/52/54/56/58/60,Plain knit|Slim fit|Ribbed knit turtleneck|Semi-raglan shoulder|Ribbed knit cuffs and hem|Knit triangle logo
