,name,id,type,price,material,description,colors,sizes,details
47,Cashmere Harrington Jacket,80932151,Outerwear,3250,"100% cashmere, Trim: 64% wool, 27% silk, 8% polyamide, 1% elastane, Lining: 100% cupro, Sleeve lining: 100% viscose, Buttons: buffalo horn","A Harrington Jacket In Italian-Woven Lightweight Cashmere. The Design Is Cut To A Relaxed Fit And Embroidered With An Equestrian Knight Design. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black,34/36/38/40/42/44/46/48/50,Two-way zip closure|Rib-knit collar|Side slip pockets|Button-tab cuffs|Embroidered Equestrian Knight Design|Comes with a garment bag
48,Quilted Nylon Jacket,80969141,Outerwear,1550,"Outer: 100% polyamide, Trim: 90% cotton, 9% polyamide, 1% elastane, Collar: 100% cotton, Lining: 100% cotton, Filling: 100% polyester fibres","A Quilted Jacket In Water-Repellent Nylon, Detailed With A Corduroy Collar And Lined In Burberry Check Cotton. The Style Is Cut To A Relaxed Fit With Raglan Sleeves And Features A B Shield Appliqué. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black/snug,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Press-stud welt pockets|Rib-knit hem|Press-stud cuffs|Appliquéd B shield at chest|Burberry Check lining and undercollar
49,Gabardine Chester Harrington Jacket,80931991,Outerwear,2150,"Outer: 100% cotton*, Undercollar: 100% cotton, Trim: 96% cotton, 3% polyamide, 1% elastane, Lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn","A Harrington Jacket In Italian-Woven Shower-Resistant Cotton Gabardine, Lined With The Burberry Check. The Design Is Cut To A Relaxed Fit And Embroidered With A Tonal Equestrian Knight Design. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Flax/Black,34/36/38/40/42/44/46/48/50,Two-way zip closure|Side welt pockets|Rib-knit hem|Single-button cuffs|Embroidered Equestrian Knight Design at front|Burberry Check lining and undercollar|Comes with a garment bag|Relaxed fit: a looser cut than our regular fit.
50,Gabardine Harrington Jacket,80710571,Outerwear,2050,"Outer: 100% cotton, Lining: 100% cotton, Sleeve lining: 100% viscose, Filling: 100% polyester",A Harrington Jacket Made In England From Shower-Resistant Cotton Gabardine. The Design Is Cut To A Relaxed Fit And Lined In Burberry Check.,Honey/Black,34/36/38/40/42/44/46/48,Zip closure|Side press-stud pockets|Press-stud cuffs|Burberry Check lining and undercollar|Embroidered Equestrian Knight Design at chest
51,Gabardine Jacket,81063851,Outerwear,2150,"Outer: 100% cotton, Undercollar: 100% cotton, Lining: 100% cotton","A Coach Jacket Made From Shower-Resistant Gabardine Woven At The Burberry Mill In Yorkshire. The Style Is Cut To A Relaxed Fit And Subtly Embroidered With The Equestrian Knight Design. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S.",Fossil,34/36/38/40/42/44/46/48/50,Press-stud closure|Side press-stud welt pockets|Drawcord hem|Embroidered Equestrian Knight Design at chest|Burberry Check lining|Comes with a garment bag
52,Gabardine Harrington Jacket,80931981,Outerwear,2150,"Outer: 100% cotton*, Undercollar: 100% cotton, Trim: 96% cotton, 3% polyamide, 1% elastane, Lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn","A Harrington Jacket In Italian-Woven Shower-Resistant Cotton Gabardine, Lined With The Burberry Check. The Design Is Cut To A Relaxed Fit And Embroidered With A Tonal Equestrian Knight Design. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black/Flax,34/36/38/40/42/44/46/48/50,Two-way zip closure|Side welt pockets|Rib-knit hem|Single-button cuffs|Embroidered Equestrian Knight Design at front|Burberry Check lining and undercollar|Comes with a garment bag|Relaxed fit: a looser cut than our regular fit.
53,Cashmere Harrington Jacket,80985101,Outerwear,3250,"Outer: 100% cashmere, Trim: 63% wool, 27% silk, 8% polyamide, 2% elastane, Lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn","A Harrington Jacket In Italian-Woven Lightweight Cashmere With A Rib-Knit Hem In A Wool Silk Blend. The Style Is Cut To A Regular Fit With A Buttoned Stand Collar, And Is Embroidered With A Tonal Equestrian Knight Design.",Shrew,34/36/38/40/42/44/46/48/50,Two-way zip closure|Button stand collar|Side welt pockets|Rib-knit hem|Button-tab cuffs|Burberry Check lining|Embroidered Equestrian Knight Design at front|Comes with a garment bag
54,Nylon Cotton Hooded Jacket,81049141,Outerwear,1550,"Outer: 74% polyamide, 26% cotton, Lining: 74% polyamide, 26% cotton",A Lightweight Hooded Jacket Made From Nylon Cotton Woven In Italy. The Design Is Cut To An Oversized Fit And Appliquéd With Our Equestrian Knight Design.,Cracker,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at front|Comes with a garment bag
55,EKD Badge Nylon Hooded Jacket,81063891,Outerwear,1790,"Outer: 100% polyamide, Lining: 100% polyamide","A Hooded Jacket Made From Italian-Woven Crinkled Nylon, Cut To An Oversized Fit. The Print At The Back Is Inspired By A Burberry Catalogue From The First Half Of The 20Th Century And Features Our Equestrian Knight Design Surrounded By The Words ’Burberry Protection’ – A Nod To Our Long-Standing Tradition Of Crafting Innovative Outerwear For Explorers And Pioneers.",Magnet,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets|Elasticated cuffs|Printed Equestrian Knight Design at chest and back|Comes with a garment bag
56,Nylon Cotton Hooded Jacket,81049131,Outerwear,1550,"Outer: 74% polyamide, 26% cotton, Lining: 74% polyamide, 26% cotton",A Lightweight Hooded Jacket Made From Nylon Cotton Woven In Italy. The Design Is Cut To An Oversized Fit And Appliquéd With Our Equestrian Knight Design.,Indigo,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip welt pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at front|Comes with a garment bag
57,Reversible Check Nylon Hooded Jacket,80746881,Outerwear,2050,"Outer: 100% polyamide, Reverse: 100% polyamide","A Hooded Jacket In Nylon. Cut To A Regular Fit, The Reversible Design Switches From The Burberry Check To A Solid Colour Appliquéd With The Equestrian Knight Design.",Archive beige,XXS/M/L/XL/XXL/XXXL,Single-breasted press-stud closure|Drawcord hood and hem|Press-stud welt pockets; reverse press-stud patch pockets|Elasticated press-stud cuffs|Appliquéd Equestrian Knight Design
58,Check Cotton Harrington Jacket,81010401,Outerwear,1650,100% cotton,A Harrington Jacket Made In England From A Heavyweight Cotton Flannel Woven With The Burberry Check. The Unlined Design Is Cut To A Regular Fit And Closes With B-Cut Zip Pulls.,Husk,XS/M/L/XL/XXL/XXXL,Two-way zip closure|Side press-stud welt pockets|Press-stud tabs at the waist|Press-stud cuffs|Comes with a garment bag
59,Short Gabardine Trench Coat,81063611,Outerwear,2490,"Outer: 100% cotton, Lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn","A Trench Coat Made In England From Shower-Resistant Cotton Gabardine. The Design Is Cut To A Slim Fit With Double-Belted Cuffs And A Detachable Belt To Adjust The Shape. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S.",Magnet,34/36/38/40/42/44/46/48,Double-breasted button closure|Hook-and-eye collar closure|​Throat latch|Epaulettes|B buckle belt|Side welt pockets|Double-belted cuffs|Back vent|Burberry Check lining and undercollar|Comes with a garment bag
60,Cotton Harrington Jacket,81018471,Outerwear,2490,"100% cotton bonded to 100% polyamide, Trim: 87% polyester, 10% polyamide, 3% elastane, Buttons: buffalo horn",A Harrington Jacket Made From Italian-Woven Stonewashed Cotton Bonded To Nylon. The Unlined Style Is Cut To A Regular Fit And Knitted With Our Logo At The Hem.,Heron,34/36/38/40/42/44/46/48/50,Two-way zip closure|Side welt pockets|Single-button cuffs|Rib-knit hem|Embroidered B shield at chest|Comes with a garment bag
61,Denim Jacket,81012371,Outerwear,1550,"Outer: 100% cotton*, Trim: 50% calf suede, 50% lamb suede, Lining: 65% polyester, 35% cotton",A Jacket In Italian-Woven Denim Printed With Burberry Lettering And The Equestrian Knight Design At The Inner. The Partially Lined Style Is Cut To A Regular Fit.,Indigo,32/34/36/38/40/42/44/46/48/50,"Button closure|Chest button flap pockets, side welt pockets|Single-button cuffs|Suede patch with Equestrian Knight Design at back|Comes with a garment bag|Regular fit. Fits true to size, take your normal size."
62,Puffer Gilet,81009221,Outerwear,1350,"Outer: 100% polyester, Trim: 87% polyester, 10% polyamide, 3% elastane, Lining: 100% polyamide","A Lightweight Puffer Gilet Filled With Goose Down And Feathers. The Style Is Cut To A Slim Fit And Appliquéd With An Enamelled B Shield, A Motif Inspired By The Equestrian Knight Design.",Black/Indigo,XXS/M/L/XL/XXL/XXXL,"Two-way zip closure|Rib-knit collar|Side zip pockets|Drawcord hem|Appliquéd B shield at chest|Slim fit: this style is cut to a fitted silhouette. Fits true to size, take your normal size."
63,Puffer Gilet,81009231,Outerwear,1350,"Outer: 100% polyester, Trim: 87% polyester, 10% polyamide, 3% elastane, Lining: 100% polyamide","A Lightweight Puffer Gilet Filled With Goose Down And Feathers. The Style Is Cut To A Slim Fit And Appliquéd With An Enamelled B Shield, A Motif Inspired By The Equestrian Knight Design.",Indigo/Black,XS/M/L/XL/XXL/XXXL,"Two-way zip closure|Rib-knit collar|Side zip pockets|Drawcord hem|Appliquéd B shield at chest|Slim fit: this style is cut to a fitted silhouette. Fits true to size, take your normal size."
64,Puffer Jacket,81009151,Outerwear,1650,"Outer: 100% polyester, Trim: 87% polyester, 10% polyamide, 3% elastane, Lining: 100% polyamide","A Lightweight Puffer Jacket Filled With Goose Down And Feathers. The Style Is Cut To A Regular Fit And Appliquéd With An Enamelled B Shield, A Motif Inspired By The Equestrian Knight Design.",Black/Mire/Indigo,XXS/M/L/XL/XXL/XXXL,"Two-way zip closure|Rib-knit collar and cuffs|Side zip pockets|Drawcord hem|Appliquéd B shield at chest|Regular fit. Fits true to size, take your normal size."
65,Puffer Jacket,81016361,Outerwear,1650,"Outer: 100% polyester, Trim: 87% polyester, 10% polyamide, 3% elastane, Lining: 100% polyamide","A Lightweight Puffer Jacket Filled With Goose Down And Feathers. The Style Is Cut To A Regular Fit And Appliquéd With An Enamelled B Shield, A Motif Inspired By The Equestrian Knight Design.",Indigo/Black/Mire,XXS/M/L/XL/XXL/XXXL,"Two-way zip closure|Rib-knit collar and cuffs|Side zip pockets|Drawcord hem|Appliquéd B shield at chest|Regular fit. Fits true to size, take your normal size."
66,Nylon Hooded Jacket,80867141,Outerwear,1550,"Outer: 100% polyamide*, Lining: 100% polyamide, *The main material of this product is made with at least 50% recycled content","A Hooded Jacket In Water-Repellent Nylon, Appliquéd With Our Equestrian Knight Design. The Lightweight Style Is Cut To A Relaxed Fit. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black,XXXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at front|Comes with a garment bag
67,Check Twill Hooded Jacket,81014931,Outerwear,1750,"Outer: 100% polyester, Lining: 100% polyester, Pocket lining: 100% polyamide",A Lightweight Hooded Jacket Made From Burberry Check Twill Woven In Italy. The Design Is Cut To An Oversized Fit And Is Appliquéd With Our Equestrian Knight Design.,Alabaster/Midnight,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at front|Comes with a garment bag
68,Nylon Jacket,81046201,Outerwear,1650,"Outer: 100% polyamide, Lining: 100% polyamide","A Funnel-Neck Jacket In Lightweight Nylon, Cut To A Relaxed Fit. The Style Features A Packaway Hood And An Appliquéd Equestrian Knight Design.",Black,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Packaway drawcord hood|Side zip pockets|Drawcord waist|Elasticated cuffs|Comes with a garment bag
69,EKD Nylon Hooded Jacket,80960391,Outerwear,1990,Outer: 100% polyamide,"A Lightweight Hooded Jacket In Nylon, Cut To An Oversized Fit. The Design Features Our Equestrian Knight Design And B-Cut Zip Pulls.",Black,XXS/M/L/XL/XXL/XXXL,"Two-way zip closure|Drawcord hood and hem|Side zip pockets|Elasticated cuffs|Printed Equestrian Knight Design at front|Comes with a garment bag|Oversized fit: our loosest cut, designed for exaggerated proportions. We recommend sizing down."
70,Long Cotton Blend Car Coat,81013281,Outerwear,2350,"Outer: 65% polyester, 35% cotton, Lining: 100% cotton, Sleeve lining: 100% cupro, Buttons: buffalo horn",A Car Coat Made In England From A Cotton Blend Twill. The Design Is Cut To A Regular Fit With An Exposed Button Front And Set-In Sleeves.,Black/Heron,34/36/38/40/42/44/46/48/50,Single-breasted button closure|Side welt pockets|Button-tab cuffs|Back vent|Burberry Check lining and undercollar|Comes with a garment bag
71,Long Reversible Gabardine Car Coat,80910711,Outerwear,2990,"Outer: 100% cotton, Reverse: 100% cotton, Buttons: buffalo horn","A Car Coat Made In The United Kingdom From Shower-Resistant Cotton Gabardine. The Reversible Design Switches From A Solid Colour To The Burberry Check In A Seasonal Colourway. The Style Has An Exposed Button Front And Is Cut To A Relaxed Fit With Raglan Sleeves. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Flax/Black,34/36/38/40/42/44/46/48/50,Single-breasted button closure|Side welt pockets|Button-tab cuffs|Back vent|Comes with a garment bag
72,Long Reversible Gabardine Car Coat,80910701,Outerwear,2990,"Outer: 100% cotton, Reverse: 100% cotton, Buttons: buffalo horn","A Car Coat Made In The United Kingdom From Shower-Resistant Cotton Gabardine. The Reversible Design Switches From A Solid Colour To The Burberry Check In A Seasonal Colourway. The Style Has An Exposed Button Front And Is Cut To A Relaxed Fit With Raglan Sleeves. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black/Flax,34/36/38/40/42/44/46/48/50,Single-breasted button closure|Side welt pockets|Button-tab cuffs|Back vent|Comes with a garment bag
73,Long Gabardine Car Coat,80957691,Outerwear,2350,"Outer: 100% cotton*, Lining: 100% cotton, Sleeve lining: 100% viscose, Buttons: buffalo horn, *The main material of this product contains at least 70% cotton, all of which is organically grown","A Car Coat Made In England From Shower-Resistant Gabardine. Inside Is Burberry Check Cotton, Used To Line Our Coats Since The 1920S. The Design Is Cut To A Regular Fit With Set-In Sleeves. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Lichen/Flax/Black,34/36/38/40/42/44/46,Single-breasted button closure|Side welt pockets|Button-tab cuffs|Back vent|Burberry Check lining and undercollar|Comes with a garment bag
74,Reversible Check Nylon Padded Gilet,81039211,Outerwear,1650,"Outer: 100% polyamide, Reverse: 100% polyamide, Filling: 90% goose down, 10% goose feathers","A Water-Repellent Nylon Gilet Padded With Goose Down And Feathers, Cut To A Regular Fit. The Reversible Design Switches From Burberry Check To A Solid Colour Appliquéd With Our Equestrian Knight Design.",Sand,XS/M/L/XL/XXL/XXXL,"Two-way zip closure|Drawcord hem|Side zip pockets; reverse press-stud welt pockets|Appliquéd Equestrian Knight Design at reverse|Regular fit. Fits true to size, take your normal size."
75,Quilted Thermoregulated Gilet,80497831,Outerwear,1350,"Outer: 100% polyester, Trims: 100% polyamide; 100% cotton, Lining: 70% cotton, 30% polyester, Filling: 100% polyester",A Quilted Gilet With 37.5® Thermoregulation Technology For Insulation And Breathability. The Funnel Neck Style Is Cut To A Regular Fit And Lined With Burberry Check Cotton Blend.,Black,XXS/M/L/XL/XXL/XXXL,Press-stud and zip closure|Front press-stud flap pockets|Burberry Check lining
76,Reversible Check Puffer Gilet,80713661,Outerwear,1950,"Outer: 100% polyamide, Panel: 100% polyester, Reverse: 100% polyester, Filling: 90% goose down, 10% goose feathers","A Puffer Gilet In Nylon, Filled With Goose Down And Feathers. The Reversible Design Switches From Burberry Check To A Solid Colour Appliquéd With The Equestrian Knight Design. The Style Is Cut To A Relaxed Fit.",Archive beige,XXS/M/L/XL/XXL/XXXL,Press-stud and two-way zip closure|Side press-stud welt pockets; reverse press-stud welt pockets|Drawcord hem|Appliquéd Equestrian Knight Design at chest|Relaxed fit: a looser cut than our regular fit.
77,Quilted Nylon Gilet,81049091,Outerwear,1190,"Outer: 100% polyamide, Trim: 100% cotton, Lining: 100% cotton, Filling: 100% polyester fibres","A Quilted Gilet Made From Lightweight Italian-Woven Nylon With A Contrasting Lining In Burberry Check Cotton Twill. Cut To A Slim Fit, The Style Is Edged With Tonal Corduroy Trims.",Black,XS/M/L/XL/XXL/XXXL,Press-stud closure|Front patch pockets|Burberry Check lining|Equestrian Knight Design tag at side
78,Bonded Cotton Trench Jacket,81094451,Outerwear,3250,100% cotton bonded to 100% cotton,"A Trench Jacket Made In Italy From Bonded Cotton With Sealed Seams, Unlined For A Lighter Feel And Cut To A Slim Fit. Debuted On The Burberry Summer 2025 Runway, The Silhouette Is Inspired By An Archival Design With A Double-Zip Detachable Panel For Versatile Styling. The Double-Belted Cuffs And Shoulder Straps With Enamelled B Buckles Rework Details From Our Signature Rainwear.",Sail,34/36/38/40/42/44/46/48/50,Hook collar closure|Press-stud and two-way zip closure|Epaulettes|B buckle belt|Side welt pockets|Double-belted zip cuffs|Comes with a garment bag
79,B Crest Cotton Jacket,81076471,Outerwear,2490,"Outer: 100% cotton, Lining: 65% polyester, 35% cotton","A  Jacket Made In Italy From Stonewashed Cotton Cut To A Regular Fit. Debuted On The Burberry Summer 2025 Runway, The Style Is Embroidered With A B Shield, A Garland Of Oak Leaves And A Banner With The Date Burberry Was Founded.",Walrus,32/34/36/38/40/42/44/46/48/50,"Button closure|Hook collar closure|Chest flap pockets, side welt pockets|Button tab zip cuffs|Comes with a garment bag"
80,Check Silk Blend Hooded Jacket,81083241,Outerwear,2990,"Outer: 58% viscose, 42% silk, Pocket lining: 100% viscose","A Hooded Jacket Made From A Textured Silk Blend, Woven With The Burberry Check. The Half-Zip Design Is Cut To A Relaxed Fit And Unlined For A Lighter Weight With Drawcords At The Hood And Hem To Adjust The Silhouette.",Brush,XXS/M/L/XL/XXL/XXXL,"Zip closure|Drawcord hood and hem|Front zip pocket, side slip pockets|Belted zip cuffs|Comes with a garment bag"
81,Bonded Wool Field Jacket,81076241,Outerwear,3990,100% wool bonded to 100% polyamide,"Debuted On The Burberry Summer 2025 Runway, A Tri-Layer Wool Field Jacket Woven With A Prince Of Wales Check And Bonded To Nylon With Interior Sealed Seams. The Style Is Cut To A Relaxed Fit With B Buckles At The Belt And Pocket Straps. A Packaway Hood Is Concealed At The Funnel Neck.",Loch/bliss,34/36/38/40/42/44/46/48/50,Two-way zip and press-stud closure|Packaway drawcord hood|Epaulettes|Press-stud flap patch pockets|B buckle belt|Press-stud cuffs|Comes with a garment bag
82,Detachable Sleeve Nylon Puffer Jacket,80839721,Outerwear,1790,"Outer: 100% polyamide, Trims: 87% polyester, 13% cotton; 86% cotton, 13% polyamide, 1% elastane, Linings: 100% polyester; 50% cashmere, 50% wool, Filling: 80% goose down, 20% polyester",A Puffer Jacket In Nylon Filled With Goose Down And Insulating Fibres. Detachable Sleeves Switch The Design From A Jacket To A Gilet. The Style Is Cut To A Relaxed Fit With A Burberry Check Cashmere-Wool Lining At The Hood And Collar.,Warm honey/Black/Navy,XXS/M/L/XL/XXL/XXXL,Press-stud and zip closure|Side zip pockets|Detachable drawcord hood|Detachable sleeves|Drawcord hem|Silicone patch with raised Burberry lettering at sleeve|Burberry Check lining at hood and collar|Relaxed fit: a looser cut than our regular fit.
83,Detachable Sleeve Nylon Puffer Jacket,80836511,Outerwear,1790,"Outer: 100% polyamide, Trims: 87% polyester, 13% cotton; 86% cotton, 13% polyamide, 1% elastane, Linings: 100% polyester; 50% cashmere, 50% wool, Filling: 80% goose down, 20% polyester",A Puffer Jacket In Nylon Filled With Goose Down And Insulating Fibres. Detachable Sleeves Switch The Design From A Jacket To A Gilet. The Style Is Cut To A Relaxed Fit With A Burberry Check Cashmere-Wool Lining At The Hood And Collar.,Black/Navy/Warm honey,XXS/M/L/XL/XXL/XXXL,Press-stud and zip closure|Side zip pockets|Detachable drawcord hood|Detachable sleeves|Drawcord hem|Silicone patch with raised Burberry lettering at sleeve|Burberry Check lining at hood and collar|Relaxed fit: a looser cut than our regular fit.
84,Reversible Check Puffer Jacket,80642911,Outerwear,2050,"Outer: 100% polyamide, Reverse: 100% polyester; 100% polyamide, Filling: 80% duck down, 20% duck feathers","A Hooded Puffer Jacket In Nylon, Filled With Duck Down And Feathers. The Reversible Design Switches From Burberry Check To A Solid Colour With An Appliquéd Logo. The Funnel-Neck Style Is Cut To A Regular Fit.",Archive beige/black,XXS/M/L/XL/XXL/XXXL,"Two-way zip closure|Detachable drawcord hood|Chest press-stud flap pocket, side zip pockets|Drawcord hem|Velcro-tab cuffs|Silicone patch with raised Burberry lettering at chest|Regular fit. Fits true to size, take your normal size."
85,Detachable Sleeve Nylon Puffer Jacket,80839711,Outerwear,1790,"Outer: 100% polyamide, Trims: 87% polyester, 13% cotton; 86% cotton, 13% polyamide, 1% elastane, Linings: 100% polyester; 50% cashmere, 50% wool, Filling: 80% goose down, 20% polyester",A Puffer Jacket In Nylon Filled With Goose Down And Insulating Fibres. Detachable Sleeves Switch The Design From A Jacket To A Gilet. The Style Is Cut To A Relaxed Fit With A Burberry Check Cashmere-Wool Lining At The Hood And Collar.,Navy/Black/Warm honey,XXS/M/L/XL/XXL/XXXL,Press-stud and zip closure|Side zip pockets|Detachable drawcord hood|Detachable sleeves|Drawcord hem|Silicone patch with raised Burberry lettering at sleeve|Burberry Check lining at hood and collar|Relaxed fit: a looser cut than our regular fit.
86,Reversible Check Nylon Puffer Jacket,81039311,Outerwear,1990,"Outer: 100% polyamide, Reverse: 100% polyamide, Filling: 90% goose down, 10% goose feathers","A Puffer Jacket In Nylon Twill, Filled With Goose Down And Feathers. The Reversible Design Switches From Burberry Check To A Solid Colour Appliquéd With The Equestrian Knight Design. The Lightweight Style Is Cut To A Relaxed Fit With A Packaway Hood.",Sand,XS/M/L/XL/XXL/XXXL,Two-way zip closure|Packaway hood|Side zip pockets; reverse welt pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at front|Relaxed fit: a looser cut than our regular fit.
87,Reversible Check Nylon Puffer Jacket,80942371,Outerwear,2150,"Outer: 100% polyamide, Reverse: 100% polyamide, Filling: 90% goose down, 10% goose feathers","A Puffer Jacket In Water-Repellent Nylon, Filled With Goose Down And Feathers. The Reversible Design Switches From Burberry Check To A Solid Colour Appliquéd With The Equestrian Knight Design. The Lightweight Style Is Cut To A Relaxed Fit. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Sand,XXS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets; reverse press-stud welt pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at front|Relaxed fit: a looser cut than our regular fit.
88,Reversible Check Nylon Puffer Jacket,81039221,Outerwear,2150,"Outer: 100% polyamide, Reverse: 100% polyamide, Filling: 90% goose down, 10% goose feathers","A Puffer Jacket In Water-Repellent Nylon, Filled With Goose Down And Feathers. The Reversible Design Switches From Burberry Check To A Solid Colour Appliquéd With The Equestrian Knight Design. The Lightweight Style Is Cut To A Relaxed Fit.",Lichen,XS/M/L/XL/XXL/XXXL,Two-way zip closure|Drawcord hood and hem|Side zip pockets; reverse press-stud welt pockets|Elasticated cuffs|Appliquéd Equestrian Knight Design at front|Relaxed fit: a looser cut than our regular fit.
89,Mid-length Cashmere Blend Kensington Trench Coat,80580221,Outerwear,3890,"Outer: 95% cashmere, 3% wool, 2% other fibres, Undercollar: 70% wool, 20% polyamide, 10% cashmere, Lining: 100% cupro, Gunflap lining: 53% cupro, 47% cotton, Buckles: 100% calf leather",An Italian-Made Trench Coat In A Cashmere Wool Blend With A Burberry Check Undercollar. The Kensington Is Fully Lined And Tailored To A Regular Fit With Set-In Sleeves.,Black,34/36/38/40/42/44/46/48/50,Double-breasted button closure|Hook-and-eye collar closure|Epaulettes|Side button welt pockets|Belted cuffs|Back button vent
90,Short Wool Cashmere Wimbledon Trench Coat,80581301,Outerwear,2890,"Outer: 95% wool, 5% cashmere, Undercollar: 70% wool, 20% polyamide, 10% cashmere, Linings: 100% cupro; 53% cupro, 47% cotton, Buckles: 100% calf leather",A Trench Coat Tailored From Wool Cashmere With A Burberry Check Undercollar. The Wimbledon Is Cut To A Slim Fit With Set-In Sleeves.,Midnight navy,32/34/36/38/40/42/44/46/48/50,Double-breasted button closure|Hook-and-eye collar closure|Throat latch|Epaulettes|Belt|Side button welt pockets|Belted cuffs|Back button vent
91,Mid-length Cashmere Blend Paddington Car Coat,80601971,Outerwear,3550,"Outer: 95% cashmere, 3% wool, 2% other fibres, Undercollar: 70% wool, 20% polyamide, 10% cashmere, Lining: 100% cupro, Sleeve lining: 100% viscose",An Italian-Made Car Coat In A Cashmere Wool Blend With An Exposed Button Front And Burberry Check Undercollar. The Paddington Is Tailored To A Regular Fit With Set-In Sleeves.,Midnight navy,32/34/36/38/40/42/44/46/48/50,Single-breasted button closure|Side button welt pockets|Button-tab cuffs|Back button vent
92,Mid-length Cashmere Blend Paddington Car Coat,80581311,Outerwear,3550,"Outer: 95% cashmere, 3% wool, 2% other fibres, Undercollar: 70% wool, 20% polyamide, 10% cashmere, Lining: 100% cupro, Sleeve lining: 100% viscose",An Italian-Made Car Coat In A Cashmere Wool Blend With An Exposed Button Front And Burberry Check Undercollar. The Paddington Is Tailored To A Regular Fit With Set-In Sleeves.,Black,32/34/36/38/40/42/44/46/48/50,Single-breasted button closure|Side button welt pockets|Button-tab cuffs|Back button vent
93,Wool Tailored Coat,80912081,Outerwear,2890,"Outer: 100% wool, Lining: 100% viscose, Buttons: buffalo horn","A Single-Breasted Coat Made In Italy From Wool Twill. Tailored To A Slim Fit, The Formal Style Is Fully Lined With Notch Lapels. Part Of Burberry Classics, Wardrobe Foundations With A Unique Burberry Slant.",Black/Navy,34/36/38/40/42/44/46/48/50,"Single-breasted button closure|Chest welt pocket, side flap pockets|Back vent|Comes with a garment bag"
94,Wool Tailored Coat,80980301,Outerwear,4190,"Outer: 99% wool, 1% silk, Lining: 100% viscose, Buttons: buffalo horn","A Double-Breasted Coat Made In Italy From A Wool Silk Melange. Tailored To A Relaxed Fit, The Formal Style Is Fully Lined And Has A Half-Canvas Construction For A Lightly Structured Shape.",Tor,34/36/38/40/42/44/46/48/50,"Double-breasted button closure|Peak lapels|Side flap pockets|Back vent|Fully lined, half-canvas construction, padded shoulder​|Comes with a garment bag"
95,Cashmere Tailored Coat,80980331,Outerwear,3990,"Outer: 100% cashmere, Lining: 100% viscose, Buttons: buffalo horn","A Double-Breasted Coat Made In Italy From Lightweight Cashmere. Tailored To A Regular Fit, The Formal Style Is Fully Lined And Has A Half-Canvas Construction For A Lightly Structured Shape.",Black,34/36/38/40/42/44/46/48/50,"Double-breasted button closure|Peak lapels|Side flap pockets|Back vent|Fully lined, half-canvas construction, padded shoulder​|Comes with a garment bag"
96,Linen Wool Blend Tailored Coat,80995411,Outerwear,3890,"Outer: 33% linen, 24% wool, 15% alpaca wool, 15% polyamide, 13% mohair, Lining: 100% viscose, Buttons: buffalo horn","A Single-Breasted Coat Made In Italy From A Linen, Alpaca Wool And Mohair Blend, Brushed For A Tactile Finish. The Design Is Fully Lined And Tailored To A Relaxed Fit.",Clay,32/34/36/38/40/42/44/46/48/50,"Button closure|Peak lapels|Side flap pockets|Back vent|Fully lined, half-canvas construction, padded shoulder|Comes with a garment bag"
